budget,revenue,profit,popularity,runtime,vote_average,genres1
75000000,527068851,452068851,46.875375,87,6.9,16
72000000,37317558,-34682442,11.215702,152,6.6,18
94000000,54744738,-39255262,8.468586,116,4.5,28
74500000,62172050,-12327950,8.884318,109,6.9,12
60000000,256697520,196697520,27.491891,108,6.2,18
71000000,294456605,223456605,21.462935,85,5.4,35
72000000,408247917,336247917,28.848187,106,6.4,18
150000000,919838758,769838758,47.320801,93,6.7,12
120000000,461983149,341983149,82.643036,117,6.6,16
70000000,309457509,239457509,20.230535,116,5.7,35
70000000,277448382,207448382,46.217769,124,5.8,28
74000000,311594032,237594032,36.952268,93,5.8,16
80000000,309492681,229492681,16.411345,117,6.4,28
70000000,319131050,249131050,72.595961,153,7.9,18
70000000,300854823,230854823,33.648404,144,6.6,12
70000000,240031094,170031094,57.69847,124,6.6,28
80000000,116643346,36643346,34.052253,117,5.8,28
68000000,203388341,135388341,27.299301,136,6.5,18
75000000,42285169,-32714831,20.219385,110,5.3,18
70000000,171183863,101183863,42.957216,101,5.5,12
75000000,443140005,368140005,29.412262,88,5.4,35
75000000,114660784,39660784,19.708731,138,6.7,28
70000000,161025640,91025640,59.428223,120,6.2,28
70000000,118000000,48000000,19.711951,103,6.3,878
70000000,202466756,132466756,49.199234,116,5.5,28
70000000,122919055,52919055,46.199482,125,7.6,12
0,0,0,13.758526,125,6,14
66000000,177584879,111584879,29.505574,146,7,18
70000000,154984035,84984035,43.873266,118,5.8,10752
70000000,90000098,20000098,24.961625,139,7.1,12
70000000,134748021,64748021,23.25645,133,5.8,18
70000000,215529201,145529201,64.457947,92,6.2,27
70000000,116672912,46672912,20.089933,116,6,18
70000000,135560026,65560026,48.032734,127,7.1,12
70000000,131457682,61457682,16.92991,136,7,12
70000000,67112664,-2887336,14.780634,111,5.2,35
70000000,65977295,-4022705,14.086292,116,5.4,28
60000000,55987321,-4012679,29.261348,105,5,12
70000000,33561137,-36438863,13.267631,97,5.2,28
70000000,160112671,90112671,58.401204,88,6.1,14
75000000,59418613,-15581387,23.515938,123,6,35
70000000,32287044,-37712956,14.244518,125,5.9,18
66000000,57777106,-8222894,29.501489,116,6.1,28
0,0,0,9.306253,98,3.4,28
70000000,19924033,-50075967,8.37378,91,4.3,28
70000000,19870567,-50129433,10.930537,97,5.5,53
75000000,13596911,-61403089,10.54544,95,5.9,12
70000000,18662027,-51337973,6.682006,88,5.9,16
70000000,17752940,-52247060,46.832372,133,5.1,80
70000000,57958696,-12041304,24.664776,107,5.7,9648
70000000,38629478,-31370522,13.483387,114,4.6,80
50000000,122915111,72915111,44.478043,115,6.7,28
70000000,61279452,-8720548,25.020428,99,4.4,28
68000000,193000000,125000000,22.392544,124,5.9,53
68000000,698491347,630491347,107.069763,124,5.8,12
68000000,71069884,3069884,22.572323,124,6.7,28
69000000,543513985,474513985,113.858273,95,7.1,16
60000000,35431113,-24568887,10.004564,103,5.4,28
68000000,217022588,149022588,68.734513,115,6.2,35
70000000,39041505,-30958495,18.888806,127,6.9,12
68000000,29762011,-38237989,12.948627,121,5.7,12
36000000,83160734,47160734,27.11589,105,5.4,35
90000000,60289912,-29710088,26.153669,157,7.3,18
80000000,52099090,-27900910,28.223664,114,6.3,28
70000000,113280098,43280098,37.507136,128,6.5,28
69000000,86387857,17387857,11.023691,114,5.5,35
69000000,112265139,43265139,38.634767,94,5.5,28
66000000,212404396,146404396,25.877794,112,6,10749
66000000,189198313,123198313,18.59991,121,6.6,9648
67000000,25303038,-41696962,12.282911,102,5,28
70000000,481840909,411840909,76.041867,169,7.9,18
66000000,203277636,137277636,54.81489,130,6.1,28
70000000,374111707,304111707,31.39165,127,6.1,35
59000000,383257136,324257136,99.561972,81,7.1,16
68000000,75715436,7715436,26.792794,136,5.3,18
65000000,275293450,210293450,36.307296,149,6.7,36
63000000,463517383,400517383,104.309993,136,7.9,28
52000000,355237933,303237933,68.140214,140,7.3,18
65000000,172855065,107855065,14.646884,104,5.5,14
61000000,441809770,380809770,48.356214,157,7.1,18
65000000,250821495,185821495,28.540267,119,6.3,35
65000000,128107642,63107642,22.977983,98,6.5,35
95000000,250288523,155288523,31.086791,136,6.3,28
65000000,211780824,146780824,43.865294,95,6.2,35
65000000,163442937,98442937,43.055253,137,7.3,18
65000000,128884132,63884132,15.772081,130,6.3,28
70000000,255000211,185000211,26.19909,112,6.1,28
50000000,150270147,100270147,22.769108,108,5.7,28
65000000,69700000,4700000,18.281798,104,6,14
63000000,162945894,99945894,24.697533,128,5.9,18
65000000,0,-65000000,19.718544,117,6.5,18
65000000,179379533,114379533,31.349143,83,5.9,35
65000000,162091208,97091208,27.870312,159,7.1,9648
65000000,133821816,68821816,33.439187,119,6,35
50100000,153962963,103862963,59.634029,105,6.7,10749
65000000,156974557,91974557,38.994297,103,5.9,28
65000000,128905366,63905366,49.660055,123,5.7,878
4200000,38376497,34176497,11.743085,114,6.4,28
65000000,0,-65000000,9.110247,143,6.1,35
65000000,240159255,175159255,6.227675,95,5.6,28
45000000,73762516,28762516,42.57877,105,6,28
65000000,89456761,24456761,15.858629,120,6.5,80
65000000,0,-65000000,14.866901,135,6,28
65000000,64321501,-678499,15.194239,101,6.1,10751
63000000,100853753,37853753,146.757391,139,8.3,18
65000000,43545364,-21454636,8.629665,124,6.7,18
65000000,17218080,-47781920,16.803457,100,5.4,28
65000000,0,-65000000,2.952595,105,4.9,28
65000000,71154592,6154592,31.324734,92,5,27
50000000,42093706,-7906294,20.415572,130,6.7,80
43000000,56681566,13681566,28.613892,97,4.8,28
65000000,39407616,-25592384,85.428395,102,6.3,80
64000000,74608570,10608570,4.137237,133,5.3,18
55000000,203427584,148427584,60.246978,121,6.7,12
50000000,132180323,82180323,42.551902,147,7.1,80
63000000,296655431,233655431,40.137264,94,5.9,35
65000000,44091067,-20908933,24.857079,94,6.1,16
63000000,920100000,857100000,40.413191,127,7.6,12
63000000,25052000,-37948000,13.859307,191,6.5,18
62000000,215887717,153887717,18.832471,141,6.4,28
65000000,121545703,56545703,9.568884,127,5.9,28
64000000,101595121,37595121,12.421504,98,5.3,35
62000000,127666415,65666415,18.096884,116,6.1,28
62000000,107879496,45879496,11.056763,106,6.5,35
62000000,41819064,-20180936,13.218008,87,4.3,35
62000000,18720175,-43279825,11.262655,125,5.8,28
44000000,155760117,111760117,68.717016,167,7.6,80
53000000,0,-53000000,19.412028,93,5.9,28
63000000,183953723,120953723,16.791058,95,5.5,16
65000000,422610419,357610419,65.197968,117,7,28
80000000,516642939,436642939,32.829538,115,6.1,35
60000000,244082376,184082376,30.951203,115,6.9,35
60000000,284600000,224600000,103.698022,189,8.2,14
0,253625427,253625427,31.719463,100,5.6,28
150000000,314432665,164432665,47.973995,81,5.6,16
61000000,369330363,308330363,143.041543,145,7.9,9648
60000000,214034224,154034224,86.476817,119,7.3,28
58000000,352194034,294194034,59.824565,130,6.6,12
60000000,149705852,89705852,18.345613,116,6.1,80
60000000,264118201,204118201,56.488027,103,7.8,35
70000000,218613188,148613188,29.464852,99,6.8,12
60000000,164433867,104433867,18.106021,92,5.6,35
61000000,131940411,70940411,42.881415,109,6.6,28
60000000,93375151,33375151,18.735024,87,5,35
60000000,176070171,116070171,62.766854,110,6.6,28
60000000,93354918,33354918,24.153567,101,5.9,10749
60000000,171757863,111757863,41.515702,83,6,12
70000000,171844840,101844840,26.676487,113,5.3,35
60000000,157920733,97920733,16.278022,107,5.9,12
60000000,129181830,69181830,18.831023,94,5.7,35
61000000,311256926,250256926,113.161483,132,6.4,28
60000000,204594016,144594016,28.800112,133,5.8,18
60000000,0,-60000000,19.705489,125,6.5,35
58000000,71664962,13664962,41.430245,111,6.6,28
55000000,100230832,45230832,23.127561,163,6.8,18
60000000,186883563,126883563,12.867352,170,6.7,18
65000000,217764291,152764291,44.815022,120,7,18
60000000,165333180,105333180,37.537093,92,5.3,28
60000000,74541707,14541707,10.99991,115,6.2,18
60000000,218340595,158340595,56.868399,130,6.3,80
60000000,73648228,13648228,22.991269,105,5.6,28
60000000,0,-60000000,15.798622,111,6.7,10402
60000000,137551594,77551594,38.820858,106,6.2,18
0,0,0,10.292864,89,4.3,35
60000000,124596398,64596398,51.146047,100,7.3,16
60000000,163403799,103403799,20.501582,91,4.9,53
70000000,130293714,60293714,45.299089,146,7.3,28
50000000,61112916,11112916,4.280619,98,4.5,35
60000000,170268750,110268750,28.848842,101,5.6,35
60000000,129832389,69832389,22.501041,89,5.5,10751
66000000,99318987,33318987,47.479755,122,6.5,14
70000000,56702901,-13297099,10.147321,115,6.1,18
60000000,107139399,47139399,39.539045,90,6.7,10751
60000000,159330280,99330280,19.747459,124,6.1,28
60000000,96269812,36269812,29.018826,119,5.9,28
60000000,0,-60000000,4.801849,119,5.9,18
60000000,50877145,-9122855,16.493576,93,5.8,12
0,0,0,21.549232,98,5.3,53
60000000,104324083,44324083,13.080725,100,5.6,28
60000000,50549107,-9450893,42.538258,105,5.9,28
60000000,101134059,41134059,29.876507,124,6.4,18
60000000,205754447,145754447,61.849521,99,5.8,28
70000000,162000000,92000000,37.44963,109,5.9,878
61000000,95696996,34696996,37.378081,124,6.9,28
60000000,108255770,48255770,30.656345,97,6.6,16
75000000,46683377,-28316623,15.142701,104,6.3,18
60000000,469160692,409160692,59.547928,100,7.5,12
0,0,0,19.998581,115,5.3,28
60000000,43061982,-16938018,27.615108,101,6,12
60000000,105200903,45200903,29.041198,113,6.2,80
60000000,62357900,2357900,25.293538,97,4.6,35
60000000,122233971,62233971,23.85119,134,7,18
60000000,87784194,27784194,21.685719,127,6.7,28
78146652,60000000,-18146652,13.630049,125,5.7,10749
65000000,36850101,-28149899,6.80692,94,5.1,35
60000000,77920346,17920346,15.352807,108,5.8,28
70000000,104945765,34945765,23.661071,91,5.6,878
60000000,67312826,7312826,21.605533,117,6.1,878
60000000,119940815,59940815,22.620125,100,5.8,80
0,0,0,18.587114,111,6.6,18
80000000,74901339,-5098661,24.657931,117,6.2,80
60000000,33956608,-26043392,12.621769,110,5.8,27
60000000,55003135,-4996865,21.08952,96,5.7,35
60000000,73174566,13174566,18.380176,101,5.9,28
60000000,0,-60000000,18.877795,111,6,28
60000000,31720158,-28279842,17.299333,109,6.6,18
80000000,39459427,-40540573,16.848899,126,6.3,14
60000000,47383689,-12616311,21.547446,122,7.4,18
0,141702264,141702264,16.930969,78,5.1,16
60000000,71073932,11073932,36.689223,101,4.7,28
60000000,78309131,18309131,28.350927,87,5.4,28
60000000,26288320,-33711680,18.815442,86,6.6,10751
60000000,26673242,-33326758,29.787135,96,6.5,27
60000000,52322400,-7677600,8.927137,104,6.1,18
50000000,49111202,-888798,15.213484,121,5.7,18
60000000,17800000,-42200000,13.155999,140,6.3,28
72000000,27642707,-44357293,15.433244,131,7,28
90000000,14828081,-75171919,5.762037,91,4.9,27
60000000,30800231,-29199769,22.736038,118,6,18
60000000,90565421,30565421,45.514031,130,6.2,28
60000000,50650079,-9349921,18.676291,90,5,35
30000000,25473093,-4526907,14.376463,105,5.3,18
80000000,0,-80000000,14.298297,122,5.7,35
60000000,57490374,-2509626,27.018886,106,6,12
60000000,39031337,-20968663,14.84856,103,4.7,28
60000000,30418560,-29581440,52.417529,106,5.4,35
60000000,0,-60000000,15.406173,127,4.1,12
35000000,0,-35000000,6.523472,127,6.7,18
68490000,193677158,125187158,4.72629,120,6,28
80000000,10166502,-69833498,8.923215,132,6.8,28
58000000,783112979,725112979,514.569956,108,7.4,28
60000000,0,-60000000,9.265672,114,4.9,18
58800000,542307423,483507423,87.53437,133,7.4,10752
58000000,158162788,100162788,45.351617,103,6.2,12
58000000,102854431,44854431,13.43573,95,6.5,35
83000000,59468275,-23531725,6.248309,90,4.4,878
63000000,189015611,126015611,31.294717,102,5.7,28
58000000,41299492,-16700508,7.739276,114,5.7,35
60000000,0,-60000000,19.694695,119,4.9,35
58000000,85280250,27280250,14.403696,103,5.1,35
58000000,44000000,-14000000,1.551497,119,6.1,35
60000000,300228084,240228084,2.143764,97,5.8,28
58000000,50365377,-7634623,12.29603,125,5.9,18
57000000,152944660,95944660,33.8473,144,7.2,18
70000000,58058367,-11941633,21.723897,116,5.5,35
57000000,115267375,58267375,31.791979,103,6.4,14
60000000,61347797,1347797,14.113066,97,6,28
57000000,149217355,92217355,48.622278,95,4.7,28
57000000,62112895,5112895,9.061866,131,5.5,18
56000000,113006880,57006880,35.4763,95,5.8,28
56000000,57223890,1223890,23.438398,86,6,12
55000000,677945399,622945399,138.133331,142,8.2,35
60000000,361366633,301366633,47.336034,92,5.5,35
55000000,330444045,275444045,29.97224,108,6.6,35
55000000,346079773,291079773,47.845589,81,6.7,12
55000000,300218018,245218018,48.507081,143,6.9,28
54000000,128769345,74769345,20.28119,95,5.4,14
70000000,368100420,298100420,34.576913,118,6.4,35
55000000,0,-55000000,22.573237,92,5.4,12
55000000,231449203,176449203,36.194802,103,6,35
55000000,95000000,40000000,52.786917,134,7.6,28
55000000,152263880,97263880,38.06168,97,5.9,35
50000000,287928194,237928194,19.830132,100,6,14
55000000,192330738,137330738,79.922059,132,7.1,53
55000000,154906693,99906693,19.738215,105,5.6,35
53000000,157387195,104387195,20.334629,116,7,28
55000000,307077295,252077295,80.581367,117,7.7,18
55000000,223387299,168387299,32.05145,98,6.1,53
55000000,214015089,159015089,15.064058,123,5.9,18
55000000,198685114,143685114,21.272734,114,6.4,18
30000000,180949000,150949000,79.754966,111,7.7,28
55000000,0,-55000000,13.191829,97,6,35
30000000,152159461,122159461,50.622607,136,7.6,28
55000000,63408614,8408614,22.787667,104,6.1,28
55000000,149022650,94022650,29.498304,104,6.3,14
55000000,56932305,1932305,25.400935,110,6.2,12
55000000,121969216,66969216,17.231675,133,5.8,28
55000000,187361754,132361754,32.835777,94,5.7,35
55000000,127906624,72906624,17.097041,104,6.3,28
55000000,110000000,55000000,14.414937,91,5.7,16
50000000,159773545,109773545,45.856409,114,6.2,878
55000000,141047179,86047179,7.027139,134,5.9,36
55000000,41610884,-13389116,32.657488,122,6.7,28
50000000,75000000,25000000,12.46525,109,6.4,12
55000000,259207227,204207227,39.882276,95,7,10751
68000000,68267862,267862,39.395881,98,5.3,35
55000000,34234008,-20765992,8.634954,94,6,18
80000000,0,-80000000,7.386394,126,6.2,18
55000000,33828318,-21171682,8.802525,118,5.1,35
0,33472850,33472850,10.449975,91,5.4,35
60000000,118338361,58338361,23.700759,88,6.4,16
55000000,113020255,58020255,27.50916,141,7.3,80
50000000,60209334,10209334,20.58862,107,5.3,28
55000000,18626419,-36373581,4.366488,116,5.7,18
70000000,154648887,84648887,18.927463,143,7,53
55000000,74237563,19237563,15.274137,114,6.6,18
62000000,52304001,-9695999,29.954302,93,5.4,28
56000000,12923936,-43076064,4.362535,214,6.1,18
55000000,11466088,-43533912,4.700024,100,5.2,28
55000000,0,-55000000,12.340384,107,5.7,35
50000000,80383290,30383290,14.808304,112,6.2,35
57000000,28283637,-28716363,9.27875,95,4.2,28
55000000,89519773,34519773,22.863516,119,6.9,18
47000000,0,-47000000,23.05451,133,7.1,18
2000000,9250000,7250000,23.962109,153,7.3,18
55000000,6416302,-48583698,12.669778,96,5.3,28
54000000,155010032,101010032,67.169587,117,6.2,14
55000000,168167691,113167691,41.472404,123,7.5,18
55000000,9489829,-45510171,22.503935,92,5.2,28
54000000,136766062,82766062,59.194915,162,7.1,80
57000000,52034889,-4965111,22.894898,123,6.1,35
54000000,130431368,76431368,18.600367,108,5.4,35
54000000,190458706,136458706,30.515175,127,6.5,28
54000000,7266209,-46733791,9.053456,121,3.5,18
55000000,9450897,-45549103,7.768223,125,5.7,18
46000000,107196498,61196498,19.643365,99,5.5,28
53000000,139804348,86804348,45.565918,94,7.4,16
52500000,179213434,126713434,57.374341,127,7.4,18
75000000,54249294,-20750706,8.41856,89,5.4,9648
53000000,98837872,45837872,46.049902,122,6.3,80
90000000,65900249,-24099751,23.9366,132,6.7,10752
53000000,126690726,73690726,49.593978,109,7.2,18
67000000,25037897,-41962103,16.637642,191,6.8,53
0,0,0,1.453765,172,5.9,18
0,5761917,5761917,6.162872,124,5.4,18
52000000,352114312,300114312,73.944049,141,7.7,18
40000000,132820716,92820716,38.306954,157,6.7,53
52000000,204999686,152999686,26.251217,106,5.6,10749
52000000,609841637,557841637,30.780599,108,6.4,35
52000000,216485654,164485654,25.41929,125,5.7,35
50000000,110803676,60803676,15.98212,104,5.1,28
52000000,98126565,46126565,40.072583,170,7.2,18
52000000,75450437,23450437,32.015477,112,5.9,35
82000000,47434430,-34565570,24.444186,118,6.9,35
52000000,116112375,64112375,40.06688,178,7.8,18
52000000,52826594,826594,27.916284,92,6.1,28
52000000,0,-52000000,15.20707,104,5.1,28
51000000,149270999,98270999,39.001682,116,6.1,35
51000000,72779000,21779000,10.430832,90,5.3,16
0,47231070,47231070,5.952527,93,5.1,35
50000000,709827462,659827462,94.815867,130,5.6,12
60000000,484409218,424409218,67.298732,90,7.3,12
50200000,127869379,77669379,26.60772,106,6.5,878
48000000,390493908,342493908,28.803729,143,6.6,12
50000000,273552592,223552592,27.039636,139,6.7,35
